Kustannuspaikan nro;Rakennuksen nimi;Rakennusnro;Rakennuksen osoite;Rakennuksen kayttotarkoitus;Latitude;Longitude;Rakennuksen brutto pinta-ala;Valmistumisvuosi;Peruskorjausvuosi;Laajennusvuosi;Kiinteiston id;Kiinteistotunnus;Kiinteiston osoite;Kiinteiston pinta-ala;Tilatunniste;Kerros numerona;Vuokratilanne;Vuokrattava huoneistoala;Huoneiston version alkupvm;Huoneiston version loppupvm;Huoneiston lisatiedot;Huoneiston sopimusnro;Huoneiston kayttotarkoitus;Huoneiston alv;Huoneiston markkinavuokra
5542;Hiomotie 30;HIO30;;Toimistorakennukset;60,22010160554180;24,87178875067610;9961.50;2000;;;142;91-46-72-13;;2253.00;F7-4;7,0;No;24.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-1;1,0;Yes;322.00;4.9.2019 14:13;;;001079;Liiketila;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-10;1,0;No;6.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-11;1,0;No;35.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-12;1,0;No;16.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-13;1,0;Yes;12.00;4.9.2019 14:13;;;001079;Muu;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-14;1,0;Yes;5.00;1.1.2020 00:00;;;001079;Varasto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-15;1,0;No;44.50;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-16;1,0;No;13.00;4.9.2019 14:13;;;;Muu;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;7542.00;2001;;;143;92-52-110-5;;3974.00;F1-17;1,0;Yes;5.00;29.10.2020 00:00;;;510001266;Varasto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-18;1,0;Yes;8.50;4.9.2019 14:13;;;001069;Varasto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-19;1,0;Yes;13.50;4.9.2019 14:13;;;001080;Varasto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-2;1,0;No;167.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-20;1,0;No;5.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-21;1,0;Yes;4.50;4.9.2019 14:13;;;001069;Varasto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-22;1,0;Yes;4.50;4.9.2019 14:13;;;001055;Varasto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-23;1,0;Yes;6.00;4.9.2019 14:13;;;001074;Varasto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-24;1,0;Yes;7.50;4.9.2019 14:13;;;510001246;Varasto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-25;1,0;No;11.00;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-26;1,0;No;25.00;4.9.2019 14:13;;;;Huoltokäytävät;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-27;1,0;Yes;6.50;4.9.2019 14:13;;;001079;Varasto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-28;1,0;No;7.00;4.9.2019 14:13;;;;Muu;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-3;1,0;Yes;169.00;4.9.2019 14:13;;;001051;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-41;1,0;Yes;19.00;27.3.2020 00:00;;;510001586;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-42;1,0;Yes;16.00;27.3.2020 00:00;;;510001586;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;7542.00;2001;;;143;92-52-110-5;;3974.00;F1-43;1,0;Yes;19.50;11.9.2020 00:00;;;510001586;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;7542.00;2001;;;143;92-52-110-5;;3974.00;F1-44;1,0;Yes;10.00;4.9.2020 00:00;;;001078;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-45;1,0;Yes;11.00;27.3.2020 00:00;;;;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-5;1,0;No;6.50;4.9.2019 14:13;;;;Muu;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-6;1,0;No;16.00;4.9.2019 14:13;;;;Muu;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-7;1,0;Yes;15.00;4.9.2019 14:13;;;001065;Varasto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-8;1,0;Yes;12.00;4.9.2019 14:13;;;001070;Varasto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F1-9;1,0;Yes;24.50;4.9.2019 14:13;;;001057;Varasto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F2-1;2,0;Yes;159.50;4.9.2019 14:13;;;001060;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F2-11;2,0;Yes;11.50;4.9.2019 14:13;;;510001545;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F2-12;2,0;Yes;11.00;4.9.2019 14:13;;;510001246;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F2-13;2,0;Yes;28.00;4.9.2019 14:13;;;510001385;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F2-14;2,0;Yes;48.00;4.9.2019 14:13;;;001048;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F2-15;2,0;Yes;15.50;4.9.2019 14:13;;;510001246;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F2-16;2,0;Yes;63.00;4.9.2019 14:13;;;001067;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F2-2;2,0;Yes;100.50;7.7.2020 00:00;;Siirsin tähän shared vuokalaiseen yhdistetyn sopimusnumeron tänne huoneiston lisätietoihin. 510001545

-Mika Tarhala;;Muu;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F2-3;2,0;Yes;425.00;4.9.2019 14:13;;;;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F2-4;2,0;No;14.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F2-5;2,0;No;13.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;7542.00;2001;;;143;92-52-110-5;;3974.00;F3-1;3,0;Yes;154.50;9.10.2020 00:00;;;001071;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F3-2;3,0;Yes;292.00;4.9.2019 14:13;;;001162;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F3-3;3,0;Yes;203.50;1.6.2020 00:00;;;510001566;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F3-4;3,0;Yes;210.00;4.9.2019 14:13;;;001068;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F3-5;3,0;No;14.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F3-6;3,0;No;13.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F4-1;4,0;Yes;200.50;4.9.2019 14:13;;;001255;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F4-2;4,0;Yes;245.00;4.9.2019 14:13;;;;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;7542.00;2001;;;143;92-52-110-5;;3974.00;F4-3;4,0;Yes;197.00;1.9.2020 00:00;;;510001638;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F4-4;4,0;Yes;215.00;4.9.2019 14:13;;;510001639;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F4-5;4,0;No;14.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F4-6;4,0;No;13.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F5-1;5,0;No;100.00;4.9.2019 14:13;;;;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;7542.00;2001;;;143;92-52-110-5;;3974.00;F5-11;5,0;Yes;10.50;8.9.2020 00:00;;;;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;7542.00;2001;;;143;92-52-110-5;;3974.00;F5-12;5,0;Yes;22.50;1.10.2020 00:00;;;;Toimisto;No;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;7542.00;2001;;;143;92-52-110-5;;3974.00;F5-14;5,0;Yes;11.00;22.10.2020 00:00;;;001043;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F5-15;5,0;Yes;11.00;23.3.2020 00:00;;;001072;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;7542.00;2001;;;143;92-52-110-5;;3974.00;F5-16;5,0;Yes;11.00;15.9.2020 00:00;;;510001712;Toimisto;No;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F5-17;5,0;Yes;11.00;4.9.2019 14:13;;;001041;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F5-18;5,0;Yes;11.00;4.9.2019 14:13;;;001041;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F5-19;5,0;Yes;22.00;1.2.2020 00:00;;;001041;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F5-2;5,0;Yes;235.00;4.9.2019 14:13;;;;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;7542.00;2001;;;143;92-52-110-5;;3974.00;F5-3;5,0;Yes;268.50;11.9.2020 00:00;;;;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F5-4;5,0;Yes;144.00;4.9.2019 14:13;;;;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F5-5;5,0;No;14.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F5-6;5,0;No;13.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F6-1;6,0;Yes;122.50;4.9.2019 14:13;;;001062;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F6-2;6,0;Yes;323.00;4.9.2019 14:13;;;001061;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F6-3;6,0;Yes;264.50;4.9.2019 14:13;;;510001197;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F6-4;6,0;Yes;148.00;4.9.2019 14:13;;;;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F6-5;6,0;No;14.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F6-6;6,0;No;13.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F7-1;7,0;Yes;232.50;4.9.2019 14:13;;;001045;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F7-2;7,0;Yes;622.00;4.9.2019 14:13;;;510001704;Toimisto;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F7-3;7,0;No;13.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F7-4;7,0;No;13.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F8-1;8,0;Yes;152.00;4.9.2019 14:13;;Saunatila;510001586;Muu;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F8-2;8,0;No;148.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F8-3;8,0;No;11.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F8-4;8,0;No;13.50;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5543;Gate8 Piano;AY12A;;Toimistorakennukset;60,29426824744420;24,96526873127410;6565.50;2001;;;143;92-52-110-5;;3974.00;F8-5;8,0;No;147.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-1;-1,0;No;42.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-10;-1,0;Yes;28.00;4.9.2019 14:13;;;510001103;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-11;-1,0;Yes;8.00;4.9.2019 14:13;;;510001103;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-12;-1,0;Yes;30.50;4.9.2019 14:13;;;510001103;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-13;-1,0;Yes;23.50;4.9.2019 14:13;;;510001103;Varasto;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-14;-1,0;Yes;16.50;4.9.2019 14:13;;;;Varasto;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-15;-1,0;Yes;29.00;4.9.2019 14:13;;;510001103;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-16;-1,0;Yes;49.00;4.9.2019 14:13;;;;Varasto;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-17;-1,0;Yes;90.00;4.9.2019 14:13;;;510001081;Varasto;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-18;-1,0;Yes;10.00;4.9.2019 14:13;;;510001103;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-19;-1,0;No;32.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-2;-1,0;Yes;9.00;4.9.2019 14:13;;;510001103;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-20;-1,0;No;13.00;4.9.2019 14:13;;;;Muu;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-21;-1,0;Yes;17.00;4.9.2019 14:13;;;510001104;Varasto;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-22;-1,0;Yes;91.50;4.9.2019 14:13;;;510001103;Varasto;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-23;-1,0;Yes;89.00;4.9.2019 14:13;;;510001104;Varasto;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-24;-1,0;Yes;48.50;4.9.2019 14:13;;;510001115;Muu;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-25;-1,0;No;26.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-26;-1,0;No;17.00;4.9.2019 14:13;;;;Muu;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-27;-1,0;No;16.50;4.9.2019 14:13;;;;Muu;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-28;-1,0;Yes;20.50;4.9.2019 14:13;;;510001103;Muu;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-29;-1,0;Yes;18.50;4.9.2019 14:13;;;510001103;Muu;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-3;-1,0;No;19.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-30;-1,0;No;6.00;4.9.2019 14:13;;;;Julkiset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-31;-1,0;No;8.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-4;-1,0;No;25.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-5;-1,0;No;6.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-6;-1,0;No;6.00;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-7;-1,0;Yes;23.50;4.9.2019 14:13;;;510001292;Varasto;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-8;-1,0;No;5.50;4.9.2019 14:13;;;;Tekniset tilat;Yes;
5547;Teollisuuskatu 21;TEO21;Teollisuuskatu 21;Toimistorakennukset;60,19423643331630;24,94801644344100;28520.50;1977;;;169;91-22-695-1;;5403.00;B1-9;-1,0;Yes;100.00;4.9.2019 14:13;;;510001103;Varasto;Yes;
